Epoch: 0, training loss: 1.9974, eval acc: 0.7373
Epoch: 1, training loss: 1.7179, eval acc: 0.8146
Epoch: 2, training loss: 1.6441, eval acc: 0.8337
Epoch: 3, training loss: 1.6257, eval acc: 0.8383
Epoch: 4, training loss: 1.5985, eval acc: 0.9028
Epoch: 5, training loss: 1.5583, eval acc: 0.9116
Epoch: 6, training loss: 1.5478, eval acc: 0.9162
Epoch: 7, training loss: 1.5415, eval acc: 0.9209
Epoch: 8, training loss: 1.5366, eval acc: 0.9240
Epoch: 9, training loss: 1.5326, eval acc: 0.9270
Epoch: 10, training loss: 1.5290, eval acc: 0.9297
Epoch: 11, training loss: 1.5258, eval acc: 0.9323
Epoch: 12, training loss: 1.5229, eval acc: 0.9350
Epoch: 13, training loss: 1.5203, eval acc: 0.9374
Epoch: 14, training loss: 1.5179, eval acc: 0.9391
Epoch: 15, training loss: 1.5157, eval acc: 0.9410
Epoch: 16, training loss: 1.5137, eval acc: 0.9430
Epoch: 17, training loss: 1.5118, eval acc: 0.9448
Epoch: 18, training loss: 1.5101, eval acc: 0.9464
Epoch: 19, training loss: 1.5084, eval acc: 0.9474
Epoch: 20, training loss: 1.5067, eval acc: 0.9486
Epoch: 21, training loss: 1.5051, eval acc: 0.9504
Epoch: 22, training loss: 1.5036, eval acc: 0.9510
Epoch: 23, training loss: 1.5021, eval acc: 0.9518
Epoch: 24, training loss: 1.5007, eval acc: 0.9529
Epoch: 25, training loss: 1.4993, eval acc: 0.9542
Epoch: 26, training loss: 1.4980, eval acc: 0.9558
Epoch: 27, training loss: 1.4968, eval acc: 0.9563
Epoch: 28, training loss: 1.4956, eval acc: 0.9571
Epoch: 29, training loss: 1.4945, eval acc: 0.9574
Epoch: 30, training loss: 1.4935, eval acc: 0.9582
Epoch: 31, training loss: 1.4925, eval acc: 0.9588
Epoch: 32, training loss: 1.4916, eval acc: 0.9596
Epoch: 33, training loss: 1.4907, eval acc: 0.9601
Epoch: 34, training loss: 1.4898, eval acc: 0.9608
Epoch: 35, training loss: 1.4890, eval acc: 0.9613
Epoch: 36, training loss: 1.4883, eval acc: 0.9618
Epoch: 37, training loss: 1.4876, eval acc: 0.9626
Epoch: 38, training loss: 1.4869, eval acc: 0.9632
Epoch: 39, training loss: 1.4863, eval acc: 0.9637
Epoch: 40, training loss: 1.4857, eval acc: 0.9640
Epoch: 41, training loss: 1.4852, eval acc: 0.9644
Epoch: 42, training loss: 1.4847, eval acc: 0.9645
Epoch: 43, training loss: 1.4843, eval acc: 0.9649
Epoch: 44, training loss: 1.4838, eval acc: 0.9652
Epoch: 45, training loss: 1.4834, eval acc: 0.9659
Epoch: 46, training loss: 1.4830, eval acc: 0.9662
Epoch: 47, training loss: 1.4826, eval acc: 0.9668
Epoch: 48, training loss: 1.4822, eval acc: 0.9672
Epoch: 49, training loss: 1.4818, eval acc: 0.9678
Epoch: 50, training loss: 1.4815, eval acc: 0.9681
Epoch: 51, training loss: 1.4811, eval acc: 0.9680
Epoch: 52, training loss: 1.4808, eval acc: 0.9681
Epoch: 53, training loss: 1.4805, eval acc: 0.9681
Epoch: 54, training loss: 1.4802, eval acc: 0.9682
Epoch: 55, training loss: 1.4798, eval acc: 0.9682
Epoch: 56, training loss: 1.4795, eval acc: 0.9684
Epoch: 57, training loss: 1.4792, eval acc: 0.9688
Epoch: 58, training loss: 1.4790, eval acc: 0.9688
Epoch: 59, training loss: 1.4787, eval acc: 0.9689
Epoch: 60, training loss: 1.4784, eval acc: 0.9689
Epoch: 61, training loss: 1.4782, eval acc: 0.9690
Epoch: 62, training loss: 1.4780, eval acc: 0.9691
Epoch: 63, training loss: 1.4777, eval acc: 0.9694
Epoch: 64, training loss: 1.4775, eval acc: 0.9697
Epoch: 65, training loss: 1.4773, eval acc: 0.9698
Epoch: 66, training loss: 1.4771, eval acc: 0.9696
Epoch: 67, training loss: 1.4769, eval acc: 0.9700
Epoch: 68, training loss: 1.4767, eval acc: 0.9698
Epoch: 69, training loss: 1.4765, eval acc: 0.9699
Epoch: 70, training loss: 1.4764, eval acc: 0.9701
Epoch: 71, training loss: 1.4762, eval acc: 0.9704
Epoch: 72, training loss: 1.4760, eval acc: 0.9705
Epoch: 73, training loss: 1.4758, eval acc: 0.9707
Epoch: 74, training loss: 1.4757, eval acc: 0.9706
Epoch: 75, training loss: 1.4755, eval acc: 0.9709
Epoch: 76, training loss: 1.4754, eval acc: 0.9710
Epoch: 77, training loss: 1.4752, eval acc: 0.9709
Epoch: 78, training loss: 1.4751, eval acc: 0.9713
Epoch: 79, training loss: 1.4749, eval acc: 0.9715
Epoch: 80, training loss: 1.4748, eval acc: 0.9717
Epoch: 81, training loss: 1.4747, eval acc: 0.9716
Epoch: 82, training loss: 1.4745, eval acc: 0.9718
Epoch: 83, training loss: 1.4744, eval acc: 0.9720
Epoch: 84, training loss: 1.4743, eval acc: 0.9722
Epoch: 85, training loss: 1.4741, eval acc: 0.9723
Epoch: 86, training loss: 1.4740, eval acc: 0.9723
Epoch: 87, training loss: 1.4739, eval acc: 0.9725
Epoch: 88, training loss: 1.4738, eval acc: 0.9723
Epoch: 89, training loss: 1.4737, eval acc: 0.9724
Epoch: 90, training loss: 1.4735, eval acc: 0.9727
Epoch: 91, training loss: 1.4734, eval acc: 0.9730
Epoch: 92, training loss: 1.4733, eval acc: 0.9732
Epoch: 93, training loss: 1.4732, eval acc: 0.9731
Epoch: 94, training loss: 1.4731, eval acc: 0.9731
Epoch: 95, training loss: 1.4730, eval acc: 0.9732
Epoch: 96, training loss: 1.4729, eval acc: 0.9731
Epoch: 97, training loss: 1.4728, eval acc: 0.9732
Epoch: 98, training loss: 1.4727, eval acc: 0.9733
Epoch: 99, training loss: 1.4726, eval acc: 0.9731
