Epoch: 0, training loss: 0.0899, eval acc: 0.2367
Epoch: 1, training loss: 0.0896, eval acc: 0.2232
Epoch: 2, training loss: 0.0893, eval acc: 0.2497
Epoch: 3, training loss: 0.0888, eval acc: 0.2694
Epoch: 4, training loss: 0.0882, eval acc: 0.2775
Epoch: 5, training loss: 0.0871, eval acc: 0.2781
Epoch: 6, training loss: 0.0851, eval acc: 0.2810
Epoch: 7, training loss: 0.0816, eval acc: 0.2932
Epoch: 8, training loss: 0.0774, eval acc: 0.3351
Epoch: 9, training loss: 0.0731, eval acc: 0.4169
Epoch: 10, training loss: 0.0685, eval acc: 0.5020
Epoch: 11, training loss: 0.0637, eval acc: 0.5597
Epoch: 12, training loss: 0.0587, eval acc: 0.6076
Epoch: 13, training loss: 0.0538, eval acc: 0.6582
Epoch: 14, training loss: 0.0492, eval acc: 0.7004
Epoch: 15, training loss: 0.0449, eval acc: 0.7363
Epoch: 16, training loss: 0.0411, eval acc: 0.7739
Epoch: 17, training loss: 0.0377, eval acc: 0.8035
Epoch: 18, training loss: 0.0347, eval acc: 0.8220
Epoch: 19, training loss: 0.0321, eval acc: 0.8350
Epoch: 20, training loss: 0.0299, eval acc: 0.8452
Epoch: 21, training loss: 0.0280, eval acc: 0.8517
Epoch: 22, training loss: 0.0263, eval acc: 0.8589
Epoch: 23, training loss: 0.0249, eval acc: 0.8643
Epoch: 24, training loss: 0.0237, eval acc: 0.8691
Epoch: 25, training loss: 0.0227, eval acc: 0.8720
Epoch: 26, training loss: 0.0219, eval acc: 0.8751
Epoch: 27, training loss: 0.0211, eval acc: 0.8772
Epoch: 28, training loss: 0.0205, eval acc: 0.8798
Epoch: 29, training loss: 0.0199, eval acc: 0.8827
Epoch: 30, training loss: 0.0194, eval acc: 0.8851
Epoch: 31, training loss: 0.0189, eval acc: 0.8873
Epoch: 32, training loss: 0.0185, eval acc: 0.8884
Epoch: 33, training loss: 0.0182, eval acc: 0.8897
Epoch: 34, training loss: 0.0178, eval acc: 0.8908
Epoch: 35, training loss: 0.0175, eval acc: 0.8915
Epoch: 36, training loss: 0.0173, eval acc: 0.8927
Epoch: 37, training loss: 0.0170, eval acc: 0.8937
Epoch: 38, training loss: 0.0168, eval acc: 0.8951
Epoch: 39, training loss: 0.0166, eval acc: 0.8962
Epoch: 40, training loss: 0.0164, eval acc: 0.8972
Epoch: 41, training loss: 0.0162, eval acc: 0.8976
Epoch: 42, training loss: 0.0160, eval acc: 0.8984
Epoch: 43, training loss: 0.0158, eval acc: 0.8995
Epoch: 44, training loss: 0.0157, eval acc: 0.9002
Epoch: 45, training loss: 0.0155, eval acc: 0.9008
Epoch: 46, training loss: 0.0154, eval acc: 0.9012
Epoch: 47, training loss: 0.0153, eval acc: 0.9019
Epoch: 48, training loss: 0.0151, eval acc: 0.9027
Epoch: 49, training loss: 0.0150, eval acc: 0.9031
Epoch: 50, training loss: 0.0149, eval acc: 0.9034
Epoch: 51, training loss: 0.0148, eval acc: 0.9039
Epoch: 52, training loss: 0.0147, eval acc: 0.9045
Epoch: 53, training loss: 0.0146, eval acc: 0.9049
Epoch: 54, training loss: 0.0145, eval acc: 0.9055
Epoch: 55, training loss: 0.0144, eval acc: 0.9063
Epoch: 56, training loss: 0.0143, eval acc: 0.9065
Epoch: 57, training loss: 0.0142, eval acc: 0.9068
Epoch: 58, training loss: 0.0141, eval acc: 0.9074
Epoch: 59, training loss: 0.0140, eval acc: 0.9077
Epoch: 60, training loss: 0.0140, eval acc: 0.9078
Epoch: 61, training loss: 0.0139, eval acc: 0.9081
Epoch: 62, training loss: 0.0138, eval acc: 0.9084
Epoch: 63, training loss: 0.0138, eval acc: 0.9086
Epoch: 64, training loss: 0.0137, eval acc: 0.9090
Epoch: 65, training loss: 0.0136, eval acc: 0.9094
Epoch: 66, training loss: 0.0136, eval acc: 0.9097
Epoch: 67, training loss: 0.0135, eval acc: 0.9096
Epoch: 68, training loss: 0.0134, eval acc: 0.9098
Epoch: 69, training loss: 0.0134, eval acc: 0.9106
Epoch: 70, training loss: 0.0133, eval acc: 0.9106
Epoch: 71, training loss: 0.0133, eval acc: 0.9110
Epoch: 72, training loss: 0.0132, eval acc: 0.9114
Epoch: 73, training loss: 0.0132, eval acc: 0.9114
Epoch: 74, training loss: 0.0131, eval acc: 0.9116
Epoch: 75, training loss: 0.0131, eval acc: 0.9120
Epoch: 76, training loss: 0.0130, eval acc: 0.9123
Epoch: 77, training loss: 0.0130, eval acc: 0.9126
Epoch: 78, training loss: 0.0129, eval acc: 0.9129
Epoch: 79, training loss: 0.0129, eval acc: 0.9129
Epoch: 80, training loss: 0.0128, eval acc: 0.9130
Epoch: 81, training loss: 0.0128, eval acc: 0.9133
Epoch: 82, training loss: 0.0127, eval acc: 0.9137
Epoch: 83, training loss: 0.0127, eval acc: 0.9137
Epoch: 84, training loss: 0.0126, eval acc: 0.9139
Epoch: 85, training loss: 0.0126, eval acc: 0.9139
