Epoch: 0, training loss: 0.0888, eval acc: 0.2964
Epoch: 1, training loss: 0.0749, eval acc: 0.5691
Epoch: 2, training loss: 0.0467, eval acc: 0.8035
Epoch: 3, training loss: 0.0288, eval acc: 0.8654
Epoch: 4, training loss: 0.0215, eval acc: 0.8827
Epoch: 5, training loss: 0.0184, eval acc: 0.8904
Epoch: 6, training loss: 0.0167, eval acc: 0.8972
Epoch: 7, training loss: 0.0157, eval acc: 0.9004
Epoch: 8, training loss: 0.0149, eval acc: 0.9033
Epoch: 9, training loss: 0.0144, eval acc: 0.9056
Epoch: 10, training loss: 0.0139, eval acc: 0.9077
Epoch: 11, training loss: 0.0135, eval acc: 0.9094
Epoch: 12, training loss: 0.0132, eval acc: 0.9117
Epoch: 13, training loss: 0.0129, eval acc: 0.9134
Epoch: 14, training loss: 0.0127, eval acc: 0.9152
Epoch: 15, training loss: 0.0124, eval acc: 0.9157
Epoch: 16, training loss: 0.0122, eval acc: 0.9168
Epoch: 17, training loss: 0.0120, eval acc: 0.9177
Epoch: 18, training loss: 0.0118, eval acc: 0.9184
Epoch: 19, training loss: 0.0117, eval acc: 0.9196
Epoch: 20, training loss: 0.0115, eval acc: 0.9207
Epoch: 21, training loss: 0.0113, eval acc: 0.9216
Epoch: 22, training loss: 0.0112, eval acc: 0.9224
Epoch: 23, training loss: 0.0110, eval acc: 0.9234
Epoch: 24, training loss: 0.0109, eval acc: 0.9240
Epoch: 25, training loss: 0.0107, eval acc: 0.9244
Epoch: 26, training loss: 0.0106, eval acc: 0.9253
Epoch: 27, training loss: 0.0105, eval acc: 0.9261
Epoch: 28, training loss: 0.0103, eval acc: 0.9270
Epoch: 29, training loss: 0.0102, eval acc: 0.9281
Epoch: 30, training loss: 0.0100, eval acc: 0.9286
Epoch: 31, training loss: 0.0099, eval acc: 0.9296
Epoch: 32, training loss: 0.0098, eval acc: 0.9303
Epoch: 33, training loss: 0.0096, eval acc: 0.9312
Epoch: 34, training loss: 0.0095, eval acc: 0.9315
Epoch: 35, training loss: 0.0094, eval acc: 0.9324
Epoch: 36, training loss: 0.0093, eval acc: 0.9332
Epoch: 37, training loss: 0.0091, eval acc: 0.9340
Epoch: 38, training loss: 0.0090, eval acc: 0.9345
Epoch: 39, training loss: 0.0089, eval acc: 0.9352
Epoch: 40, training loss: 0.0088, eval acc: 0.9358
Epoch: 41, training loss: 0.0086, eval acc: 0.9364
Epoch: 42, training loss: 0.0085, eval acc: 0.9372
Epoch: 43, training loss: 0.0084, eval acc: 0.9380
Epoch: 44, training loss: 0.0083, eval acc: 0.9386
Epoch: 45, training loss: 0.0082, eval acc: 0.9392
Epoch: 46, training loss: 0.0080, eval acc: 0.9399
Epoch: 47, training loss: 0.0079, eval acc: 0.9408
Epoch: 48, training loss: 0.0078, eval acc: 0.9416
Epoch: 49, training loss: 0.0077, eval acc: 0.9424
Epoch: 50, training loss: 0.0076, eval acc: 0.9429
Epoch: 51, training loss: 0.0075, eval acc: 0.9437
Epoch: 52, training loss: 0.0074, eval acc: 0.9444
Epoch: 53, training loss: 0.0073, eval acc: 0.9449
Epoch: 54, training loss: 0.0072, eval acc: 0.9455
Epoch: 55, training loss: 0.0071, eval acc: 0.9462
Epoch: 56, training loss: 0.0070, eval acc: 0.9472
Epoch: 57, training loss: 0.0069, eval acc: 0.9476
Epoch: 58, training loss: 0.0068, eval acc: 0.9482
Epoch: 59, training loss: 0.0067, eval acc: 0.9488
Epoch: 60, training loss: 0.0066, eval acc: 0.9493
Epoch: 61, training loss: 0.0066, eval acc: 0.9499
Epoch: 62, training loss: 0.0065, eval acc: 0.9500
Epoch: 63, training loss: 0.0064, eval acc: 0.9505
Epoch: 64, training loss: 0.0063, eval acc: 0.9513
Epoch: 65, training loss: 0.0062, eval acc: 0.9518
Epoch: 66, training loss: 0.0062, eval acc: 0.9523
Epoch: 67, training loss: 0.0061, eval acc: 0.9528
Epoch: 68, training loss: 0.0060, eval acc: 0.9534
Epoch: 69, training loss: 0.0059, eval acc: 0.9538
Epoch: 70, training loss: 0.0059, eval acc: 0.9540
Epoch: 71, training loss: 0.0058, eval acc: 0.9542
Epoch: 72, training loss: 0.0057, eval acc: 0.9548
Epoch: 73, training loss: 0.0057, eval acc: 0.9556
Epoch: 74, training loss: 0.0056, eval acc: 0.9561
Epoch: 75, training loss: 0.0055, eval acc: 0.9561
Epoch: 76, training loss: 0.0055, eval acc: 0.9564
Epoch: 77, training loss: 0.0054, eval acc: 0.9566
Epoch: 78, training loss: 0.0053, eval acc: 0.9568
Epoch: 79, training loss: 0.0053, eval acc: 0.9570
Epoch: 80, training loss: 0.0052, eval acc: 0.9572
Epoch: 81, training loss: 0.0052, eval acc: 0.9577
Epoch: 82, training loss: 0.0051, eval acc: 0.9580
Epoch: 83, training loss: 0.0050, eval acc: 0.9585
Epoch: 84, training loss: 0.0050, eval acc: 0.9587
Epoch: 85, training loss: 0.0049, eval acc: 0.9591
Epoch: 86, training loss: 0.0049, eval acc: 0.9593
Epoch: 87, training loss: 0.0048, eval acc: 0.9596
Epoch: 88, training loss: 0.0048, eval acc: 0.9597
Epoch: 89, training loss: 0.0047, eval acc: 0.9602
Epoch: 90, training loss: 0.0047, eval acc: 0.9605
Epoch: 91, training loss: 0.0046, eval acc: 0.9608
Epoch: 92, training loss: 0.0046, eval acc: 0.9609
Epoch: 93, training loss: 0.0045, eval acc: 0.9614
Epoch: 94, training loss: 0.0045, eval acc: 0.9616
Epoch: 95, training loss: 0.0044, eval acc: 0.9619
Epoch: 96, training loss: 0.0044, eval acc: 0.9620
Epoch: 97, training loss: 0.0044, eval acc: 0.9622
Epoch: 98, training loss: 0.0043, eval acc: 0.9622
Epoch: 99, training loss: 0.0043, eval acc: 0.9624
