Epoch: 0, training loss: 2.1637, eval acc: 0.5761
Epoch: 1, training loss: 1.8208, eval acc: 0.7375
Epoch: 2, training loss: 1.6870, eval acc: 0.8229
Epoch: 3, training loss: 1.6466, eval acc: 0.8295
Epoch: 4, training loss: 1.6340, eval acc: 0.8338
Epoch: 5, training loss: 1.6272, eval acc: 0.8363
Epoch: 6, training loss: 1.6227, eval acc: 0.8392
Epoch: 7, training loss: 1.6038, eval acc: 0.8980
Epoch: 8, training loss: 1.5690, eval acc: 0.9065
Epoch: 9, training loss: 1.5588, eval acc: 0.9106
Epoch: 10, training loss: 1.5529, eval acc: 0.9129
Epoch: 11, training loss: 1.5486, eval acc: 0.9156
Epoch: 12, training loss: 1.5453, eval acc: 0.9174
Epoch: 13, training loss: 1.5424, eval acc: 0.9192
Epoch: 14, training loss: 1.5399, eval acc: 0.9214
Epoch: 15, training loss: 1.5376, eval acc: 0.9232
Epoch: 16, training loss: 1.5355, eval acc: 0.9245
Epoch: 17, training loss: 1.5336, eval acc: 0.9258
Epoch: 18, training loss: 1.5317, eval acc: 0.9276
Epoch: 19, training loss: 1.5300, eval acc: 0.9288
Epoch: 20, training loss: 1.5283, eval acc: 0.9296
Epoch: 21, training loss: 1.5267, eval acc: 0.9309
Epoch: 22, training loss: 1.5252, eval acc: 0.9316
Epoch: 23, training loss: 1.5237, eval acc: 0.9329
Epoch: 24, training loss: 1.5223, eval acc: 0.9342
Epoch: 25, training loss: 1.5210, eval acc: 0.9356
Epoch: 26, training loss: 1.5196, eval acc: 0.9361
Epoch: 27, training loss: 1.5184, eval acc: 0.9376
Epoch: 28, training loss: 1.5171, eval acc: 0.9383
Epoch: 29, training loss: 1.5160, eval acc: 0.9393
Epoch: 30, training loss: 1.5148, eval acc: 0.9401
Epoch: 31, training loss: 1.5138, eval acc: 0.9408
Epoch: 32, training loss: 1.5128, eval acc: 0.9413
Epoch: 33, training loss: 1.5118, eval acc: 0.9422
Epoch: 34, training loss: 1.5108, eval acc: 0.9430
Epoch: 35, training loss: 1.5099, eval acc: 0.9440
Epoch: 36, training loss: 1.5091, eval acc: 0.9448
Epoch: 37, training loss: 1.5082, eval acc: 0.9457
Epoch: 38, training loss: 1.5074, eval acc: 0.9465
Epoch: 39, training loss: 1.5065, eval acc: 0.9478
Epoch: 40, training loss: 1.5057, eval acc: 0.9485
Epoch: 41, training loss: 1.5049, eval acc: 0.9486
Epoch: 42, training loss: 1.5042, eval acc: 0.9494
Epoch: 43, training loss: 1.5034, eval acc: 0.9502
Epoch: 44, training loss: 1.5027, eval acc: 0.9508
Epoch: 45, training loss: 1.5019, eval acc: 0.9517
Epoch: 46, training loss: 1.5012, eval acc: 0.9521
Epoch: 47, training loss: 1.5005, eval acc: 0.9526
Epoch: 48, training loss: 1.4998, eval acc: 0.9531
Epoch: 49, training loss: 1.4991, eval acc: 0.9536
Epoch: 50, training loss: 1.4985, eval acc: 0.9538
Epoch: 51, training loss: 1.4979, eval acc: 0.9544
Epoch: 52, training loss: 1.4973, eval acc: 0.9548
Epoch: 53, training loss: 1.4967, eval acc: 0.9555
Epoch: 54, training loss: 1.4961, eval acc: 0.9560
Epoch: 55, training loss: 1.4956, eval acc: 0.9564
Epoch: 56, training loss: 1.4950, eval acc: 0.9567
Epoch: 57, training loss: 1.4945, eval acc: 0.9572
Epoch: 58, training loss: 1.4940, eval acc: 0.9577
Epoch: 59, training loss: 1.4935, eval acc: 0.9581
Epoch: 60, training loss: 1.4930, eval acc: 0.9585
Epoch: 61, training loss: 1.4925, eval acc: 0.9588
Epoch: 62, training loss: 1.4920, eval acc: 0.9590
Epoch: 63, training loss: 1.4916, eval acc: 0.9594
Epoch: 64, training loss: 1.4911, eval acc: 0.9598
Epoch: 65, training loss: 1.4907, eval acc: 0.9601
Epoch: 66, training loss: 1.4903, eval acc: 0.9603
Epoch: 67, training loss: 1.4899, eval acc: 0.9607
Epoch: 68, training loss: 1.4895, eval acc: 0.9609
Epoch: 69, training loss: 1.4891, eval acc: 0.9610
Epoch: 70, training loss: 1.4888, eval acc: 0.9613
Epoch: 71, training loss: 1.4884, eval acc: 0.9614
Epoch: 72, training loss: 1.4881, eval acc: 0.9618
Epoch: 73, training loss: 1.4877, eval acc: 0.9622
Epoch: 74, training loss: 1.4874, eval acc: 0.9623
Epoch: 75, training loss: 1.4871, eval acc: 0.9627
Epoch: 76, training loss: 1.4868, eval acc: 0.9630
Epoch: 77, training loss: 1.4865, eval acc: 0.9633
Epoch: 78, training loss: 1.4862, eval acc: 0.9634
Epoch: 79, training loss: 1.4859, eval acc: 0.9636
Epoch: 80, training loss: 1.4856, eval acc: 0.9640
Epoch: 81, training loss: 1.4854, eval acc: 0.9642
Epoch: 82, training loss: 1.4851, eval acc: 0.9642
Epoch: 83, training loss: 1.4848, eval acc: 0.9644
Epoch: 84, training loss: 1.4846, eval acc: 0.9645
Epoch: 85, training loss: 1.4843, eval acc: 0.9647
Epoch: 86, training loss: 1.4841, eval acc: 0.9651
Epoch: 87, training loss: 1.4838, eval acc: 0.9653
Epoch: 88, training loss: 1.4836, eval acc: 0.9658
Epoch: 89, training loss: 1.4834, eval acc: 0.9657
Epoch: 90, training loss: 1.4831, eval acc: 0.9660
Epoch: 91, training loss: 1.4829, eval acc: 0.9662
Epoch: 92, training loss: 1.4827, eval acc: 0.9665
Epoch: 93, training loss: 1.4825, eval acc: 0.9666
Epoch: 94, training loss: 1.4823, eval acc: 0.9666
Epoch: 95, training loss: 1.4821, eval acc: 0.9669
Epoch: 96, training loss: 1.4819, eval acc: 0.9672
Epoch: 97, training loss: 1.4817, eval acc: 0.9676
Epoch: 98, training loss: 1.4815, eval acc: 0.9676
Epoch: 99, training loss: 1.4814, eval acc: 0.9676
