Epoch: 0, training loss: 2.2969, eval acc: 0.1109
Epoch: 1, training loss: 2.2028, eval acc: 0.3096
Epoch: 2, training loss: 2.0046, eval acc: 0.5754
Epoch: 3, training loss: 1.8905, eval acc: 0.6349
Epoch: 4, training loss: 1.8303, eval acc: 0.7643
Epoch: 5, training loss: 1.7394, eval acc: 0.8051
Epoch: 6, training loss: 1.6867, eval acc: 0.8158
Epoch: 7, training loss: 1.6660, eval acc: 0.8216
Epoch: 8, training loss: 1.6545, eval acc: 0.8263
Epoch: 9, training loss: 1.6468, eval acc: 0.8290
Epoch: 10, training loss: 1.6413, eval acc: 0.8311
Epoch: 11, training loss: 1.6371, eval acc: 0.8330
Epoch: 12, training loss: 1.6337, eval acc: 0.8347
Epoch: 13, training loss: 1.6310, eval acc: 0.8354
Epoch: 14, training loss: 1.6287, eval acc: 0.8361
Epoch: 15, training loss: 1.6267, eval acc: 0.8370
Epoch: 16, training loss: 1.6250, eval acc: 0.8378
Epoch: 17, training loss: 1.6234, eval acc: 0.8386
Epoch: 18, training loss: 1.6220, eval acc: 0.8395
Epoch: 19, training loss: 1.6206, eval acc: 0.8403
Epoch: 20, training loss: 1.6137, eval acc: 0.8818
Epoch: 21, training loss: 1.5852, eval acc: 0.8972
Epoch: 22, training loss: 1.5746, eval acc: 0.9016
Epoch: 23, training loss: 1.5686, eval acc: 0.9048
Epoch: 24, training loss: 1.5642, eval acc: 0.9071
Epoch: 25, training loss: 1.5608, eval acc: 0.9088
Epoch: 26, training loss: 1.5581, eval acc: 0.9110
Epoch: 27, training loss: 1.5557, eval acc: 0.9120
Epoch: 28, training loss: 1.5537, eval acc: 0.9130
Epoch: 29, training loss: 1.5519, eval acc: 0.9140
Epoch: 30, training loss: 1.5503, eval acc: 0.9148
Epoch: 31, training loss: 1.5489, eval acc: 0.9159
Epoch: 32, training loss: 1.5476, eval acc: 0.9169
Epoch: 33, training loss: 1.5463, eval acc: 0.9175
Epoch: 34, training loss: 1.5452, eval acc: 0.9187
Epoch: 35, training loss: 1.5441, eval acc: 0.9196
Epoch: 36, training loss: 1.5431, eval acc: 0.9200
Epoch: 37, training loss: 1.5421, eval acc: 0.9208
Epoch: 38, training loss: 1.5412, eval acc: 0.9218
Epoch: 39, training loss: 1.5403, eval acc: 0.9222
Epoch: 40, training loss: 1.5394, eval acc: 0.9226
Epoch: 41, training loss: 1.5386, eval acc: 0.9233
Epoch: 42, training loss: 1.5378, eval acc: 0.9234
Epoch: 43, training loss: 1.5370, eval acc: 0.9236
Epoch: 44, training loss: 1.5363, eval acc: 0.9238
Epoch: 45, training loss: 1.5355, eval acc: 0.9242
Epoch: 46, training loss: 1.5348, eval acc: 0.9246
Epoch: 47, training loss: 1.5341, eval acc: 0.9251
Epoch: 48, training loss: 1.5335, eval acc: 0.9257
Epoch: 49, training loss: 1.5328, eval acc: 0.9262
Epoch: 50, training loss: 1.5322, eval acc: 0.9266
Epoch: 51, training loss: 1.5315, eval acc: 0.9269
Epoch: 52, training loss: 1.5309, eval acc: 0.9273
Epoch: 53, training loss: 1.5303, eval acc: 0.9278
Epoch: 54, training loss: 1.5297, eval acc: 0.9277
Epoch: 55, training loss: 1.5292, eval acc: 0.9282
Epoch: 56, training loss: 1.5286, eval acc: 0.9288
Epoch: 57, training loss: 1.5280, eval acc: 0.9292
Epoch: 58, training loss: 1.5275, eval acc: 0.9297
Epoch: 59, training loss: 1.5270, eval acc: 0.9299
Epoch: 60, training loss: 1.5264, eval acc: 0.9304
Epoch: 61, training loss: 1.5259, eval acc: 0.9310
Epoch: 62, training loss: 1.5254, eval acc: 0.9314
Epoch: 63, training loss: 1.5249, eval acc: 0.9318
Epoch: 64, training loss: 1.5244, eval acc: 0.9325
Epoch: 65, training loss: 1.5239, eval acc: 0.9326
Epoch: 66, training loss: 1.5235, eval acc: 0.9330
Epoch: 67, training loss: 1.5230, eval acc: 0.9332
Epoch: 68, training loss: 1.5225, eval acc: 0.9336
Epoch: 69, training loss: 1.5221, eval acc: 0.9338
Epoch: 70, training loss: 1.5216, eval acc: 0.9344
Epoch: 71, training loss: 1.5212, eval acc: 0.9349
Epoch: 72, training loss: 1.5207, eval acc: 0.9350
Epoch: 73, training loss: 1.5203, eval acc: 0.9349
Epoch: 74, training loss: 1.5199, eval acc: 0.9354
Epoch: 75, training loss: 1.5195, eval acc: 0.9357
Epoch: 76, training loss: 1.5190, eval acc: 0.9358
Epoch: 77, training loss: 1.5186, eval acc: 0.9364
Epoch: 78, training loss: 1.5182, eval acc: 0.9369
Epoch: 79, training loss: 1.5179, eval acc: 0.9372
Epoch: 80, training loss: 1.5175, eval acc: 0.9375
Epoch: 81, training loss: 1.5171, eval acc: 0.9378
Epoch: 82, training loss: 1.5167, eval acc: 0.9380
Epoch: 83, training loss: 1.5164, eval acc: 0.9384
Epoch: 84, training loss: 1.5160, eval acc: 0.9388
Epoch: 85, training loss: 1.5156, eval acc: 0.9389
Epoch: 86, training loss: 1.5153, eval acc: 0.9393
Epoch: 87, training loss: 1.5149, eval acc: 0.9395
Epoch: 88, training loss: 1.5146, eval acc: 0.9398
Epoch: 89, training loss: 1.5143, eval acc: 0.9404
Epoch: 90, training loss: 1.5139, eval acc: 0.9407
Epoch: 91, training loss: 1.5136, eval acc: 0.9411
Epoch: 92, training loss: 1.5133, eval acc: 0.9413
Epoch: 93, training loss: 1.5129, eval acc: 0.9415
Epoch: 94, training loss: 1.5126, eval acc: 0.9416
Epoch: 95, training loss: 1.5123, eval acc: 0.9417
Epoch: 96, training loss: 1.5120, eval acc: 0.9420
Epoch: 97, training loss: 1.5117, eval acc: 0.9420
Epoch: 98, training loss: 1.5114, eval acc: 0.9421
Epoch: 99, training loss: 1.5111, eval acc: 0.9421
